post,file,classification,destination_category,confidence,action
2024-01-08_C10ld7QRQdz,daikuinterior_C10ld7QRQdz_2.jpg,kamar-tidur,kamar-tidur,0.9102,moved
2024-01-08_C10ld7QRQdz,daikuinterior_C10ld7QRQdz_3.jpg,kamar-tidur,kamar-tidur,0.9079,moved
2024-01-08_C10ld7QRQdz,daikuinterior_C10ld7QRQdz_4.jpg,kamar-tidur,kamar-tidur,0.9417,moved
2024-01-09_C13Gch_xMeh,daikuinterior_C13Gch_xMeh_0.jpg,dapur,dapur,0.9446,moved
2024-01-09_C13Gch_xMeh,daikuinterior_C13Gch_xMeh_1.jpg,dapur,dapur,0.8034,moved
2024-01-09_C13Gch_xMeh,daikuinterior_C13Gch_xMeh_2.jpg,dapur,dapur,0.9399,moved
2024-01-09_C13Gch_xMeh,daikuinterior_C13Gch_xMeh_3.jpg,dapur,dapur,0.7909,moved
2024-01-09_C13Gch_xMeh,daikuinterior_C13Gch_xMeh_4.jpg,dapur,dapur,0.8765,moved
2024-01-12_C1_V0B1xNGh,daikuinterior_C1_V0B1xNGh_0.jpg,dapur,dapur,0.8493,moved
2024-01-12_C1_V0B1xNGh,daikuinterior_C1_V0B1xNGh_1.jpg,dapur,dapur,0.9067,moved
2024-01-12_C1_V0B1xNGh,daikuinterior_C1_V0B1xNGh_2.jpg,dapur,dapur,0.9261,moved
2024-01-12_C1_V0B1xNGh,daikuinterior_C1_V0B1xNGh_3.jpg,dapur,dapur,0.7609,moved
2024-01-13_C2Btv-OxYiV,daikuinterior_C2Btv-OxYiV_0.jpg,kamar-tidur,furnitur-detail,0.6247,moved
2024-01-13_C2Btv-OxYiV,daikuinterior_C2Btv-OxYiV_1.jpg,kamar-mandi,furnitur-detail,0.8966,moved
2024-01-13_C2Btv-OxYiV,daikuinterior_C2Btv-OxYiV_2.jpg,furnitur-detail,furnitur-detail,0.4449,moved
2024-01-13_C2Btv-OxYiV,daikuinterior_C2Btv-OxYiV_3.jpg,ruang-usaha,furnitur-detail,0.4107,moved
2024-01-13_C2Btv-OxYiV,daikuinterior_C2Btv-OxYiV_4.jpg,furnitur-detail,furnitur-detail,0.5794,moved
2024-01-13_C2Btv-OxYiV,daikuinterior_C2Btv-OxYiV_5.jpg,ruang-usaha,furnitur-detail,0.3694,moved
2024-01-15_C2Goo6kxRT0,daikuinterior_C2Goo6kxRT0_0.jpg,kamar-mandi,kamar-mandi,0.738,moved
2024-01-15_C2Goo6kxRT0,daikuinterior_C2Goo6kxRT0_1.jpg,furnitur-detail,kamar-mandi,0.6038,moved
2024-01-15_C2Goo6kxRT0,daikuinterior_C2Goo6kxRT0_2.jpg,perlu-ditinjau,perlu-ditinjau,0.2441,moved
2024-01-15_C2Goo6kxRT0,daikuinterior_C2Goo6kxRT0_3.jpg,kamar-mandi,kamar-mandi,0.7984,moved
2024-01-15_C2Goo6kxRT0,daikuinterior_C2Goo6kxRT0_4.jpg,furnitur-detail,kamar-mandi,0.3968,moved
2024-01-15_C2Goo6kxRT0,daikuinterior_C2Goo6kxRT0_5.jpg,kamar-mandi,kamar-mandi,0.4349,moved
2024-01-15_C2Gt_RMxC5Z,daikuinterior_C2Gt_RMxC5Z_0.jpg,furnitur-detail,furnitur-detail,0.9064,moved
2024-01-15_C2Gt_RMxC5Z,daikuinterior_C2Gt_RMxC5Z_1.jpg,furnitur-detail,furnitur-detail,0.7381,moved
2024-01-15_C2Gt_RMxC5Z,daikuinterior_C2Gt_RMxC5Z_2.jpg,furnitur-detail,furnitur-detail,0.7744,moved
2024-01-15_C2Gt_RMxC5Z,daikuinterior_C2Gt_RMxC5Z_3.jpg,furnitur-detail,furnitur-detail,0.79,moved
2024-01-16_C2JotmIRb-N,daikuinterior_C2JotmIRb-N_0.jpg,kamar-tidur,kamar-tidur,0.9144,moved
2024-01-16_C2JotmIRb-N,daikuinterior_C2JotmIRb-N_1.jpg,kamar-tidur,kamar-tidur,0.8805,moved
2024-01-16_C2JotmIRb-N,daikuinterior_C2JotmIRb-N_2.jpg,kamar-tidur,kamar-tidur,0.6867,moved
2024-01-16_C2JotmIRb-N,daikuinterior_C2JotmIRb-N_3.jpg,kamar-tidur,kamar-tidur,0.8452,moved
2024-01-16_C2JotmIRb-N,daikuinterior_C2JotmIRb-N_4.jpg,kamar-tidur,kamar-tidur,0.9562,moved
2024-01-17_C2LxX2vRNAx,daikuinterior_C2LxX2vRNAx_0.jpg,kamar-tidur,kamar-tidur,0.7795,moved
2024-01-17_C2LxX2vRNAx,daikuinterior_C2LxX2vRNAx_1.jpg,kamar-tidur,kamar-tidur,0.8835,moved
2024-01-17_C2LxX2vRNAx,daikuinterior_C2LxX2vRNAx_2.jpg,furnitur-detail,kamar-tidur,0.382,moved
2024-01-17_C2LxX2vRNAx,daikuinterior_C2LxX2vRNAx_3.jpg,furnitur-detail,kamar-tidur,0.3969,moved
2024-01-17_C2LxX2vRNAx,daikuinterior_C2LxX2vRNAx_4.jpg,kamar-tidur,kamar-tidur,0.6649,moved
2024-01-17_C2LxX2vRNAx,daikuinterior_C2LxX2vRNAx_5.jpg,furnitur-detail,kamar-tidur,0.4974,moved
2024-01-17_C2LxX2vRNAx,daikuinterior_C2LxX2vRNAx_6.jpg,kamar-tidur,kamar-tidur,0.6705,moved
2024-01-18_C2OX6_3RMK0,daikuinterior_C2OX6_3RMK0_0.jpg,kamar-mandi,kamar-mandi,0.9845,moved
2024-01-18_C2OX6_3RMK0,daikuinterior_C2OX6_3RMK0_1.jpg,kamar-mandi,kamar-mandi,0.9628,moved
2024-01-18_C2OX6_3RMK0,daikuinterior_C2OX6_3RMK0_2.jpg,kamar-mandi,kamar-mandi,0.9829,moved
2024-01-19_C2Q-sv2RwWe,daikuinterior_C2Q-sv2RwWe_0.jpg,dapur,ruang-usaha,0.3467,moved
2024-01-19_C2Q-sv2RwWe,daikuinterior_C2Q-sv2RwWe_1.jpg,ruang-usaha,ruang-usaha,0.7436,moved
2024-01-19_C2Q-sv2RwWe,daikuinterior_C2Q-sv2RwWe_2.jpg,ruang-usaha,ruang-usaha,0.6576,moved
2024-01-19_C2Q6zQZxnAk,daikuinterior_C2Q6zQZxnAk_0.jpg,dapur,dapur,0.8454,moved
2024-01-19_C2Q6zQZxnAk,daikuinterior_C2Q6zQZxnAk_1.jpg,dapur,dapur,0.7998,moved
2024-01-19_C2Q6zQZxnAk,daikuinterior_C2Q6zQZxnAk_2.jpg,dapur,dapur,0.9603,moved
2024-01-19_C2Q6zQZxnAk,daikuinterior_C2Q6zQZxnAk_3.jpg,dapur,dapur,0.7953,moved
2024-01-19_C2Q6zQZxnAk,daikuinterior_C2Q6zQZxnAk_4.jpg,dapur,dapur,0.9343,moved
2024-01-19_C2Q6zQZxnAk,daikuinterior_C2Q6zQZxnAk_5.jpg,dapur,dapur,0.9073,moved
2024-01-19_C2Q6zQZxnAk,daikuinterior_C2Q6zQZxnAk_6.jpg,dapur,dapur,0.89,moved
2024-01-19_C2Q6zQZxnAk,daikuinterior_C2Q6zQZxnAk_7.jpg,dapur,dapur,0.9132,moved
2024-01-20_C2T0ePGRZ6n,daikuinterior_C2T0ePGRZ6n_0.jpg,furnitur-detail,furnitur-detail,0.5638,moved
2024-01-20_C2T0ePGRZ6n,daikuinterior_C2T0ePGRZ6n_1.jpg,kamar-mandi,furnitur-detail,0.9313,moved
2024-01-20_C2T0ePGRZ6n,daikuinterior_C2T0ePGRZ6n_2.jpg,furnitur-detail,furnitur-detail,0.47,moved
2024-01-20_C2T0ePGRZ6n,daikuinterior_C2T0ePGRZ6n_3.jpg,furnitur-detail,furnitur-detail,0.509,moved
2024-01-20_C2T0ePGRZ6n,daikuinterior_C2T0ePGRZ6n_4.jpg,kamar-mandi,furnitur-detail,0.6135,moved
2024-01-20_C2TfPXLRNNA,daikuinterior_C2TfPXLRNNA_0.jpg,kamar-mandi,kamar-tidur,0.8025,moved
2024-01-20_C2TfPXLRNNA,daikuinterior_C2TfPXLRNNA_1.jpg,kamar-tidur,kamar-tidur,0.7304,moved
2024-01-20_C2TfPXLRNNA,daikuinterior_C2TfPXLRNNA_2.jpg,kamar-tidur,kamar-tidur,0.8164,moved
2024-01-20_C2TfPXLRNNA,daikuinterior_C2TfPXLRNNA_3.jpg,kamar-mandi,kamar-tidur,0.7635,moved
2024-01-20_C2TfPXLRNNA,daikuinterior_C2TfPXLRNNA_4.jpg,kamar-tidur,kamar-tidur,0.9111,moved
2024-01-20_C2TfPXLRNNA,daikuinterior_C2TfPXLRNNA_5.jpg,kamar-tidur,kamar-tidur,0.801,moved
2024-01-20_C2TfPXLRNNA,daikuinterior_C2TfPXLRNNA_6.jpg,kamar-tidur,kamar-tidur,0.8211,moved
2024-01-21_C2WF9HExdBj,daikuinterior_C2WF9HExdBj_0.jpg,kamar-mandi,kamar-mandi,0.4912,moved
2024-01-21_C2WF9HExdBj,daikuinterior_C2WF9HExdBj_1.jpg,kamar-mandi,kamar-mandi,0.3883,moved
2024-01-21_C2WF9HExdBj,daikuinterior_C2WF9HExdBj_2.jpg,furnitur-detail,kamar-mandi,0.4533,moved
2024-01-21_C2WF9HExdBj,daikuinterior_C2WF9HExdBj_3.jpg,kamar-mandi,kamar-mandi,0.5993,moved
2024-01-22_C2YscJTRnPj,daikuinterior_C2YscJTRnPj_0.jpg,furnitur-detail,kamar-mandi,0.5329,moved
2024-01-22_C2YscJTRnPj,daikuinterior_C2YscJTRnPj_1.jpg,kamar-mandi,kamar-mandi,0.8384,moved
2024-01-22_C2YscJTRnPj,daikuinterior_C2YscJTRnPj_2.jpg,furnitur-detail,kamar-mandi,0.484,moved
2024-01-22_C2YscJTRnPj,daikuinterior_C2YscJTRnPj_3.jpg,ruang-usaha,kamar-mandi,0.3914,moved
2024-01-22_C2YscJTRnPj,daikuinterior_C2YscJTRnPj_4.jpg,kamar-mandi,kamar-mandi,0.3961,moved
2024-01-22_C2YscJTRnPj,daikuinterior_C2YscJTRnPj_5.jpg,kamar-mandi,kamar-mandi,0.563,moved
2024-01-23_C2bTH2vxsgg,daikuinterior_C2bTH2vxsgg_0.jpg,dapur,dapur,0.9348,moved
2024-01-23_C2bTH2vxsgg,daikuinterior_C2bTH2vxsgg_1.jpg,dapur,dapur,0.9333,moved
2024-01-23_C2bTH2vxsgg,daikuinterior_C2bTH2vxsgg_2.jpg,dapur,dapur,0.8546,moved
2024-01-23_C2bTH2vxsgg,daikuinterior_C2bTH2vxsgg_3.jpg,dapur,dapur,0.9141,moved
2024-01-23_C2bTH2vxsgg,daikuinterior_C2bTH2vxsgg_4.jpg,dapur,dapur,0.8962,moved
2024-01-23_C2bTH2vxsgg,daikuinterior_C2bTH2vxsgg_5.jpg,dapur,dapur,0.6634,moved
2024-01-23_C2bTH2vxsgg,daikuinterior_C2bTH2vxsgg_6.jpg,dapur,dapur,0.5543,moved
2024-01-23_C2bTH2vxsgg,daikuinterior_C2bTH2vxsgg_7.jpg,dapur,dapur,0.851,moved
2024-01-23_C2bTH2vxsgg,daikuinterior_C2bTH2vxsgg_8.jpg,dapur,dapur,0.8999,moved
2024-01-24_C2eYMIjx4n1,daikuinterior_C2eYMIjx4n1_0.jpg,ruang-usaha,ruang-usaha,0.7318,moved
2024-01-24_C2eYMIjx4n1,daikuinterior_C2eYMIjx4n1_1.jpg,ruang-usaha,ruang-usaha,0.9805,moved
2024-01-24_C2eYMIjx4n1,daikuinterior_C2eYMIjx4n1_2.jpg,ruang-usaha,ruang-usaha,0.8303,moved
2024-01-24_C2eYMIjx4n1,daikuinterior_C2eYMIjx4n1_3.jpg,ruang-usaha,ruang-usaha,0.723,moved
2024-01-24_C2eYMIjx4n1,daikuinterior_C2eYMIjx4n1_4.jpg,ruang-usaha,ruang-usaha,0.9711,moved
2024-01-24_C2eYMIjx4n1,daikuinterior_C2eYMIjx4n1_5.jpg,ruang-usaha,ruang-usaha,0.9283,moved
2024-01-24_C2eYMIjx4n1,daikuinterior_C2eYMIjx4n1_6.jpg,ruang-usaha,ruang-usaha,0.9266,moved
2024-01-26_C2jFAu0xgfC,daikuinterior_C2jFAu0xgfC_0.jpg,perlu-ditinjau,perlu-ditinjau,0.3705,moved
2024-01-26_C2jFAu0xgfC,daikuinterior_C2jFAu0xgfC_1.jpg,kamar-tidur,ruang-usaha,0.3999,moved
2024-01-26_C2jFAu0xgfC,daikuinterior_C2jFAu0xgfC_2.jpg,kamar-mandi,ruang-usaha,0.389,moved
2024-01-26_C2jFAu0xgfC,daikuinterior_C2jFAu0xgfC_3.jpg,ruang-usaha,ruang-usaha,0.4223,moved
2024-01-26_C2jFAu0xgfC,daikuinterior_C2jFAu0xgfC_4.jpg,ruang-usaha,ruang-usaha,0.3457,moved
2024-01-27_C2lhU1GxuWT,daikuinterior_C2lhU1GxuWT_0.jpg,dapur,dapur,0.9005,moved
2024-01-27_C2lhU1GxuWT,daikuinterior_C2lhU1GxuWT_1.jpg,dapur,dapur,0.8753,moved
2024-01-27_C2lhU1GxuWT,daikuinterior_C2lhU1GxuWT_2.jpg,dapur,dapur,0.8922,moved
2024-01-27_C2lhU1GxuWT,daikuinterior_C2lhU1GxuWT_3.jpg,dapur,dapur,0.8831,moved
2024-01-27_C2lhU1GxuWT,daikuinterior_C2lhU1GxuWT_4.jpg,dapur,dapur,0.8957,moved
2024-01-27_C2lhU1GxuWT,daikuinterior_C2lhU1GxuWT_5.jpg,dapur,dapur,0.8856,moved
2024-01-27_C2lhU1GxuWT,daikuinterior_C2lhU1GxuWT_6.jpg,dapur,dapur,0.924,moved
2024-01-27_C2lhU1GxuWT,daikuinterior_C2lhU1GxuWT_7.jpg,dapur,dapur,0.9547,moved
2024-01-27_C2lhU1GxuWT,daikuinterior_C2lhU1GxuWT_8.jpg,dapur,dapur,0.957,moved
2024-01-27_C2lhU1GxuWT,daikuinterior_C2lhU1GxuWT_9.jpg,dapur,dapur,0.8744,moved
2024-01-29_C2qtH1qxGOW,daikuinterior_C2qtH1qxGOW_0.jpg,kamar-tidur,kamar-tidur,0.8945,moved
2024-01-29_C2qtH1qxGOW,daikuinterior_C2qtH1qxGOW_1.jpg,kamar-tidur,kamar-tidur,0.6991,moved
2024-01-29_C2qtH1qxGOW,daikuinterior_C2qtH1qxGOW_2.jpg,kamar-tidur,kamar-tidur,0.8741,moved
2024-01-29_C2qtH1qxGOW,daikuinterior_C2qtH1qxGOW_3.jpg,kamar-tidur,kamar-tidur,0.7844,moved
2024-01-29_C2qtH1qxGOW,daikuinterior_C2qtH1qxGOW_4.jpg,kamar-mandi,kamar-tidur,0.8342,moved
2024-01-29_C2qtH1qxGOW,daikuinterior_C2qtH1qxGOW_5.jpg,kamar-tidur,kamar-tidur,0.8429,moved
2024-01-30_C2tUAa3Rqjk,daikuinterior_C2tUAa3Rqjk_0.jpg,kamar-tidur,kamar-tidur,0.4892,moved
2024-01-30_C2tUAa3Rqjk,daikuinterior_C2tUAa3Rqjk_1.jpg,furnitur-detail,kamar-tidur,0.5253,moved
2024-01-30_C2tUAa3Rqjk,daikuinterior_C2tUAa3Rqjk_2.jpg,kamar-tidur,kamar-tidur,0.5835,moved
2024-01-30_C2tUAa3Rqjk,daikuinterior_C2tUAa3Rqjk_3.jpg,furnitur-detail,kamar-tidur,0.4682,moved
2024-01-30_C2tUAa3Rqjk,daikuinterior_C2tUAa3Rqjk_4.jpg,kamar-tidur,kamar-tidur,0.8334,moved
2024-01-30_C2tUAa3Rqjk,daikuinterior_C2tUAa3Rqjk_5.jpg,ruang-keluarga,kamar-tidur,0.6562,moved
2024-01-30_C2tUAa3Rqjk,daikuinterior_C2tUAa3Rqjk_6.jpg,kamar-tidur,kamar-tidur,0.8677,moved
2024-02-02_C21fG9PRk6K,daikuinterior_C21fG9PRk6K_0.jpg,dapur,dapur,0.7463,moved
2024-02-02_C21fG9PRk6K,daikuinterior_C21fG9PRk6K_1.jpg,dapur,dapur,0.7459,moved
2024-02-02_C21fG9PRk6K,daikuinterior_C21fG9PRk6K_2.jpg,dapur,dapur,0.6373,moved
2024-02-02_C21fG9PRk6K,daikuinterior_C21fG9PRk6K_3.jpg,dapur,dapur,0.8586,moved
2024-02-02_C21fG9PRk6K,daikuinterior_C21fG9PRk6K_4.jpg,dapur,dapur,0.8163,moved
2024-02-02_C21fG9PRk6K,daikuinterior_C21fG9PRk6K_5.jpg,ruang-usaha,dapur,0.5983,moved
2024-02-02_C21fG9PRk6K,daikuinterior_C21fG9PRk6K_6.jpg,dapur,dapur,0.7,moved
2024-02-03_C23-TbkxmoL,daikuinterior_C23-TbkxmoL_0.jpg,furnitur-detail,furnitur-detail,0.7437,moved
2024-02-03_C23-TbkxmoL,daikuinterior_C23-TbkxmoL_1.jpg,furnitur-detail,furnitur-detail,0.7282,moved
2024-02-03_C23-TbkxmoL,daikuinterior_C23-TbkxmoL_2.jpg,furnitur-detail,furnitur-detail,0.7367,moved
2024-02-03_C23-TbkxmoL,daikuinterior_C23-TbkxmoL_3.jpg,furnitur-detail,furnitur-detail,0.4781,moved
2024-02-03_C23-TbkxmoL,daikuinterior_C23-TbkxmoL_4.jpg,furnitur-detail,furnitur-detail,0.7759,moved
2024-02-03_C23yWSWR6ub,daikuinterior_C23yWSWR6ub_0.jpg,kamar-tidur,kamar-tidur,0.7894,moved
2024-02-03_C23yWSWR6ub,daikuinterior_C23yWSWR6ub_1.jpg,kamar-mandi,kamar-tidur,0.6887,moved
2024-02-03_C23yWSWR6ub,daikuinterior_C23yWSWR6ub_2.jpg,kamar-tidur,kamar-tidur,0.9106,moved
2024-02-03_C23yWSWR6ub,daikuinterior_C23yWSWR6ub_3.jpg,kamar-tidur,kamar-tidur,0.653,moved
2024-02-03_C23yWSWR6ub,daikuinterior_C23yWSWR6ub_4.jpg,kamar-tidur,kamar-tidur,0.8671,moved
2024-02-05_C283rLaRrZY,daikuinterior_C283rLaRrZY_0.jpg,furnitur-detail,ruang-usaha,0.7251,moved
2024-02-05_C283rLaRrZY,daikuinterior_C283rLaRrZY_1.jpg,ruang-usaha,ruang-usaha,0.5949,moved
2024-02-05_C283rLaRrZY,daikuinterior_C283rLaRrZY_2.jpg,ruang-usaha,ruang-usaha,0.5322,moved
2024-02-06_C2_WKpgR7Cl,daikuinterior_C2_WKpgR7Cl_0.jpg,furnitur-detail,furnitur-detail,0.7223,moved
2024-02-06_C2_WKpgR7Cl,daikuinterior_C2_WKpgR7Cl_1.jpg,furnitur-detail,furnitur-detail,0.4352,moved
2024-02-06_C2_WKpgR7Cl,daikuinterior_C2_WKpgR7Cl_2.jpg,furnitur-detail,furnitur-detail,0.8171,moved
2024-02-06_C2_WKpgR7Cl,daikuinterior_C2_WKpgR7Cl_3.jpg,furnitur-detail,furnitur-detail,0.8727,moved
2024-02-07_C3B8WncxdmN,daikuinterior_C3B8WncxdmN_0.jpg,kamar-mandi,kamar-mandi,0.8083,moved
2024-02-07_C3B8WncxdmN,daikuinterior_C3B8WncxdmN_1.jpg,kamar-mandi,kamar-mandi,0.921,moved
2024-02-07_C3B8WncxdmN,daikuinterior_C3B8WncxdmN_2.jpg,kamar-mandi,kamar-mandi,0.7173,moved
2024-02-07_C3B8WncxdmN,daikuinterior_C3B8WncxdmN_3.jpg,perlu-ditinjau,perlu-ditinjau,0.2971,moved
2024-02-07_C3B8WncxdmN,daikuinterior_C3B8WncxdmN_4.jpg,ruang-keluarga,kamar-mandi,0.4772,moved
2024-02-07_C3CVecwRrJK,daikuinterior_C3CVecwRrJK_0.jpg,kamar-tidur,kamar-tidur,0.4798,moved
2024-02-07_C3CVecwRrJK,daikuinterior_C3CVecwRrJK_1.jpg,kamar-tidur,kamar-tidur,0.4104,moved
2024-02-07_C3CVecwRrJK,daikuinterior_C3CVecwRrJK_2.jpg,furnitur-detail,kamar-tidur,0.547,moved
2024-02-07_C3CVecwRrJK,daikuinterior_C3CVecwRrJK_3.jpg,furnitur-detail,kamar-tidur,0.5549,moved
2024-02-07_C3CVecwRrJK,daikuinterior_C3CVecwRrJK_4.jpg,furnitur-detail,kamar-tidur,0.4404,moved
2024-02-07_C3CVecwRrJK,daikuinterior_C3CVecwRrJK_5.jpg,kamar-mandi,kamar-tidur,0.8432,moved
2024-02-07_C3CVecwRrJK,daikuinterior_C3CVecwRrJK_6.jpg,kamar-tidur,kamar-tidur,0.7179,moved
2024-02-07_C3CVecwRrJK,daikuinterior_C3CVecwRrJK_7.jpg,kamar-tidur,kamar-tidur,0.3603,moved
2024-02-07_C3CVecwRrJK,daikuinterior_C3CVecwRrJK_8.jpg,furnitur-detail,kamar-tidur,0.3999,moved
2024-02-07_C3ED7AYyjfU,daikuinterior_C3ED7AYyjfU_0.jpg,promosi,promosi,0.9723,moved
2024-02-09_C3G8XK7xyUW,daikuinterior_C3G8XK7xyUW_0.jpg,kamar-mandi,kamar-mandi,0.8515,moved
2024-02-09_C3G8XK7xyUW,daikuinterior_C3G8XK7xyUW_1.jpg,kamar-mandi,kamar-mandi,0.7544,moved
2024-02-09_C3G8XK7xyUW,daikuinterior_C3G8XK7xyUW_2.jpg,kamar-mandi,kamar-mandi,0.8011,moved
2024-02-10_C3JltrTRvdT,daikuinterior_C3JltrTRvdT_0.jpg,ruang-usaha,furnitur-detail,0.9296,moved
2024-02-10_C3JltrTRvdT,daikuinterior_C3JltrTRvdT_1.jpg,furnitur-detail,furnitur-detail,0.5286,moved
2024-02-10_C3JltrTRvdT,daikuinterior_C3JltrTRvdT_2.jpg,furnitur-detail,furnitur-detail,0.7786,moved
2024-02-10_C3JYbmGyKL4,daikuinterior_C3JYbmGyKL4_0.jpg,promosi,promosi,0.9974,moved
2024-02-11_C3Mpwl-RRTI,daikuinterior_C3Mpwl-RRTI_0.jpg,ruang-usaha,kamar-mandi,0.3824,moved
2024-02-11_C3Mpwl-RRTI,daikuinterior_C3Mpwl-RRTI_1.jpg,furnitur-detail,kamar-mandi,0.4033,moved
2024-02-11_C3Mpwl-RRTI,daikuinterior_C3Mpwl-RRTI_2.jpg,furnitur-detail,kamar-mandi,0.3471,moved
2024-02-11_C3Mpwl-RRTI,daikuinterior_C3Mpwl-RRTI_3.jpg,kamar-mandi,kamar-mandi,0.9366,moved
2024-02-11_C3Mpwl-RRTI,daikuinterior_C3Mpwl-RRTI_4.jpg,kamar-mandi,kamar-mandi,0.8129,moved
2024-02-11_C3Mpwl-RRTI,daikuinterior_C3Mpwl-RRTI_5.jpg,perlu-ditinjau,perlu-ditinjau,0.3209,moved
2024-02-11_C3Mpwl-RRTI,daikuinterior_C3Mpwl-RRTI_6.jpg,kamar-mandi,kamar-mandi,0.5861,moved
2024-02-16_C3Z48VPRw3Q,daikuinterior_C3Z48VPRw3Q_0.jpg,perlu-ditinjau,perlu-ditinjau,0.2987,moved
2024-02-16_C3Z48VPRw3Q,daikuinterior_C3Z48VPRw3Q_1.jpg,kamar-mandi,kamar-mandi,0.3702,moved
2024-02-16_C3Z48VPRw3Q,daikuinterior_C3Z48VPRw3Q_2.jpg,ruang-usaha,kamar-mandi,0.4429,moved
2024-02-16_C3Z48VPRw3Q,daikuinterior_C3Z48VPRw3Q_3.jpg,ruang-keluarga,kamar-mandi,0.4015,moved
2024-02-16_C3Z48VPRw3Q,daikuinterior_C3Z48VPRw3Q_4.jpg,kamar-mandi,kamar-mandi,0.8946,moved
2024-02-19_C3g30EaRgON,daikuinterior_C3g30EaRgON_0.jpg,ruang-keluarga,kamar-mandi,0.54,moved
2024-02-19_C3g30EaRgON,daikuinterior_C3g30EaRgON_1.jpg,kamar-mandi,kamar-mandi,0.6138,moved
2024-02-19_C3g30EaRgON,daikuinterior_C3g30EaRgON_2.jpg,kamar-mandi,kamar-mandi,0.7329,moved
2024-02-19_C3g30EaRgON,daikuinterior_C3g30EaRgON_3.jpg,kamar-mandi,kamar-mandi,0.5105,moved
2024-02-21_C3m9iWQxVdS,daikuinterior_C3m9iWQxVdS_0.jpg,furnitur-detail,furnitur-detail,0.4716,moved
2024-02-21_C3m9iWQxVdS,daikuinterior_C3m9iWQxVdS_1.jpg,perlu-ditinjau,perlu-ditinjau,0.2784,moved
2024-02-21_C3m9iWQxVdS,daikuinterior_C3m9iWQxVdS_2.jpg,furnitur-detail,furnitur-detail,0.4997,moved
2024-02-21_C3m9iWQxVdS,daikuinterior_C3m9iWQxVdS_3.jpg,perlu-ditinjau,perlu-ditinjau,0.3313,moved
2024-02-21_C3m9iWQxVdS,daikuinterior_C3m9iWQxVdS_4.jpg,ruang-usaha,furnitur-detail,0.3621,moved
2024-02-21_C3m9iWQxVdS,daikuinterior_C3m9iWQxVdS_5.jpg,furnitur-detail,furnitur-detail,0.6409,moved
2024-02-21_C3m9iWQxVdS,daikuinterior_C3m9iWQxVdS_6.jpg,furnitur-detail,furnitur-detail,0.3887,moved
2024-02-21_C3m9iWQxVdS,daikuinterior_C3m9iWQxVdS_7.jpg,ruang-keluarga,furnitur-detail,0.4385,moved
2024-02-21_C3m9iWQxVdS,daikuinterior_C3m9iWQxVdS_8.jpg,furnitur-detail,furnitur-detail,0.6798,moved
2024-02-21_C3mqfspxelj,daikuinterior_C3mqfspxelj_0.jpg,dapur,dapur,0.8171,moved
2024-02-21_C3mqfspxelj,daikuinterior_C3mqfspxelj_1.jpg,dapur,dapur,0.9531,moved
2024-02-21_C3mqfspxelj,daikuinterior_C3mqfspxelj_2.jpg,dapur,dapur,0.8713,moved
2024-02-22_C3pkbvFxnIo,daikuinterior_C3pkbvFxnIo_0.jpg,furnitur-detail,furnitur-detail,0.687,moved
2024-02-22_C3pkbvFxnIo,daikuinterior_C3pkbvFxnIo_1.jpg,furnitur-detail,furnitur-detail,0.8532,moved
2024-02-22_C3pkbvFxnIo,daikuinterior_C3pkbvFxnIo_2.jpg,furnitur-detail,furnitur-detail,0.4932,moved
2024-02-22_C3pkbvFxnIo,daikuinterior_C3pkbvFxnIo_3.jpg,furnitur-detail,furnitur-detail,0.6386,moved
2024-02-22_C3pkbvFxnIo,daikuinterior_C3pkbvFxnIo_4.jpg,furnitur-detail,furnitur-detail,0.5973,moved
2024-02-22_C3pkbvFxnIo,daikuinterior_C3pkbvFxnIo_5.jpg,furnitur-detail,furnitur-detail,0.7277,moved
2024-02-22_C3pkbvFxnIo,daikuinterior_C3pkbvFxnIo_6.jpg,furnitur-detail,furnitur-detail,0.6812,moved
2024-02-22_C3pkbvFxnIo,daikuinterior_C3pkbvFxnIo_7.jpg,furnitur-detail,furnitur-detail,0.7299,moved
2024-02-22_C3pksxFxlaL,daikuinterior_C3pksxFxlaL_0.jpg,perlu-ditinjau,perlu-ditinjau,0.3036,moved
2024-02-22_C3pksxFxlaL,daikuinterior_C3pksxFxlaL_1.jpg,furnitur-detail,furnitur-detail,0.5799,moved
2024-02-22_C3pksxFxlaL,daikuinterior_C3pksxFxlaL_2.jpg,furnitur-detail,furnitur-detail,0.5717,moved
2024-02-22_C3pksxFxlaL,daikuinterior_C3pksxFxlaL_3.jpg,furnitur-detail,furnitur-detail,0.5923,moved
2024-02-22_C3pksxFxlaL,daikuinterior_C3pksxFxlaL_4.jpg,ruang-keluarga,furnitur-detail,0.4443,moved
2024-02-22_C3pksxFxlaL,daikuinterior_C3pksxFxlaL_5.jpg,furnitur-detail,furnitur-detail,0.4793,moved
2024-02-22_C3pksxFxlaL,daikuinterior_C3pksxFxlaL_6.jpg,furnitur-detail,furnitur-detail,0.6412,moved
2024-02-22_C3pkwPbR2rr,daikuinterior_C3pkwPbR2rr_0.jpg,furnitur-detail,furnitur-detail,0.6125,moved
2024-02-22_C3pkwPbR2rr,daikuinterior_C3pkwPbR2rr_1.jpg,kamar-mandi,furnitur-detail,0.4108,moved
2024-02-22_C3pkwPbR2rr,daikuinterior_C3pkwPbR2rr_2.jpg,kamar-mandi,furnitur-detail,0.514,moved
