post,file,classification,destination_category,confidence,action
2023-06-06_CtI08AQR2sF,daikuinterior_CtI08AQR2sF_7.jpg,furnitur-detail,ruang-usaha,0.3739,moved
2023-06-07_CtLElglRGOq,daikuinterior_CtLElglRGOq_0.jpg,eksterior,eksterior,0.6543,moved
2023-06-10_CtTCZdJRM22,daikuinterior_CtTCZdJRM22_0.jpg,kamar-tidur,kamar-tidur,0.8887,moved
2023-06-10_CtTCZdJRM22,daikuinterior_CtTCZdJRM22_1.jpg,kamar-tidur,kamar-tidur,0.9452,moved
2023-06-10_CtTCZdJRM22,daikuinterior_CtTCZdJRM22_2.jpg,kamar-tidur,kamar-tidur,0.8851,moved
2023-06-10_CtTCZdJRM22,daikuinterior_CtTCZdJRM22_3.jpg,kamar-mandi,kamar-tidur,0.5171,moved
2023-06-10_CtTCZdJRM22,daikuinterior_CtTCZdJRM22_4.jpg,furnitur-detail,kamar-tidur,0.5376,moved
2023-06-10_CtTCZdJRM22,daikuinterior_CtTCZdJRM22_5.jpg,furnitur-detail,kamar-tidur,0.5186,moved
2023-06-12_CtY4_uAxiUT,daikuinterior_CtY4_uAxiUT_0.jpg,kamar-mandi,kamar-mandi,0.9351,moved
2023-06-12_CtY4_uAxiUT,daikuinterior_CtY4_uAxiUT_1.jpg,kamar-mandi,kamar-mandi,0.9594,moved
2023-06-12_CtY4_uAxiUT,daikuinterior_CtY4_uAxiUT_2.jpg,kamar-mandi,kamar-mandi,0.8675,moved
2023-06-12_CtY4_uAxiUT,daikuinterior_CtY4_uAxiUT_3.jpg,furnitur-detail,kamar-mandi,0.7296,moved
2023-06-14_CtczioCSFmw,daikuinterior_CtczioCSFmw_0.jpg,dapur,dapur,0.9463,moved
2023-06-14_CtczioCSFmw,daikuinterior_CtczioCSFmw_1.jpg,dapur,dapur,0.8991,moved
2023-06-15_CtguYlHRPFb,daikuinterior_CtguYlHRPFb_0.jpg,dapur,dapur,0.697,moved
2023-06-15_CtguYlHRPFb,daikuinterior_CtguYlHRPFb_1.jpg,dapur,dapur,0.719,moved
2023-06-15_CtguYlHRPFb,daikuinterior_CtguYlHRPFb_2.jpg,dapur,dapur,0.4793,moved
2023-06-15_CtguYlHRPFb,daikuinterior_CtguYlHRPFb_3.jpg,dapur,dapur,0.9094,moved
2023-06-15_CtguYlHRPFb,daikuinterior_CtguYlHRPFb_4.jpg,ruang-usaha,dapur,0.6441,moved
2023-06-17_CtltCBiRN_O,daikuinterior_CtltCBiRN_O_0.jpg,dapur,dapur,0.9314,moved
2023-06-17_CtltCBiRN_O,daikuinterior_CtltCBiRN_O_1.jpg,dapur,dapur,0.5848,moved
2023-06-17_CtltCBiRN_O,daikuinterior_CtltCBiRN_O_2.jpg,dapur,dapur,0.8975,moved
2023-06-17_CtltCBiRN_O,daikuinterior_CtltCBiRN_O_3.jpg,dapur,dapur,0.783,moved
2023-06-17_CtltCBiRN_O,daikuinterior_CtltCBiRN_O_4.jpg,dapur,dapur,0.6866,moved
2023-06-21_CtvA9pGx0lp,daikuinterior_CtvA9pGx0lp_0.jpg,kamar-tidur,kamar-tidur,0.9315,moved
2023-06-21_CtvA9pGx0lp,daikuinterior_CtvA9pGx0lp_1.jpg,kamar-mandi,kamar-tidur,0.4879,moved
2023-06-21_CtvA9pGx0lp,daikuinterior_CtvA9pGx0lp_2.jpg,kamar-tidur,kamar-tidur,0.8344,moved
2023-06-21_CtvA9pGx0lp,daikuinterior_CtvA9pGx0lp_3.jpg,kamar-tidur,kamar-tidur,0.9825,moved
2023-06-21_CtvA9pGx0lp,daikuinterior_CtvA9pGx0lp_4.jpg,kamar-tidur,kamar-tidur,0.6638,moved
2023-06-22_Ctx0NnNxhwT,daikuinterior_Ctx0NnNxhwT_0.jpg,eksterior,eksterior,0.936,moved
2023-06-22_Ctx0NnNxhwT,daikuinterior_Ctx0NnNxhwT_1.jpg,eksterior,eksterior,0.8388,moved
2023-06-22_Ctx0NnNxhwT,daikuinterior_Ctx0NnNxhwT_2.jpg,eksterior,eksterior,0.8869,moved
2023-06-22_Ctx0NnNxhwT,daikuinterior_Ctx0NnNxhwT_3.jpg,eksterior,eksterior,0.9667,moved
2023-06-23_Ct0MbFvJWSa,daikuinterior_Ct0MbFvJWSa_0.jpg,furnitur-detail,furnitur-detail,0.7077,moved
2023-06-23_Ct0MbFvJWSa,daikuinterior_Ct0MbFvJWSa_1.jpg,furnitur-detail,furnitur-detail,0.4988,moved
2023-06-23_Ct0MbFvJWSa,daikuinterior_Ct0MbFvJWSa_2.jpg,furnitur-detail,furnitur-detail,0.4597,moved
2023-06-23_Ct0MbFvJWSa,daikuinterior_Ct0MbFvJWSa_3.jpg,furnitur-detail,furnitur-detail,0.5255,moved
2023-06-23_Ct0MbFvJWSa,daikuinterior_Ct0MbFvJWSa_4.jpg,kamar-tidur,furnitur-detail,0.5273,moved
2023-06-23_Ct0MbFvJWSa,daikuinterior_Ct0MbFvJWSa_5.jpg,furnitur-detail,furnitur-detail,0.3671,moved
2023-06-26_Ct8KInRxCWN,daikuinterior_Ct8KInRxCWN_0.jpg,furnitur-detail,furnitur-detail,0.5795,moved
2023-06-26_Ct8KInRxCWN,daikuinterior_Ct8KInRxCWN_1.jpg,furnitur-detail,furnitur-detail,0.7818,moved
2023-06-26_Ct8KInRxCWN,daikuinterior_Ct8KInRxCWN_2.jpg,furnitur-detail,furnitur-detail,0.4048,moved
2023-06-26_Ct8KInRxCWN,daikuinterior_Ct8KInRxCWN_3.jpg,furnitur-detail,furnitur-detail,0.6264,moved
2023-06-26_Ct8KP7DxyDz,daikuinterior_Ct8KP7DxyDz_0.jpg,furnitur-detail,furnitur-detail,0.8607,moved
2023-06-26_Ct8KP7DxyDz,daikuinterior_Ct8KP7DxyDz_1.jpg,furnitur-detail,furnitur-detail,0.5773,moved
2023-06-28_CuBCHmOxFVP,daikuinterior_CuBCHmOxFVP_0.jpg,kamar-tidur,kamar-tidur,0.9303,moved
2023-06-28_CuBCHmOxFVP,daikuinterior_CuBCHmOxFVP_1.jpg,kamar-tidur,kamar-tidur,0.9029,moved
2023-06-28_CuBCHmOxFVP,daikuinterior_CuBCHmOxFVP_2.jpg,kamar-tidur,kamar-tidur,0.8678,moved
2023-06-28_CuBCHmOxFVP,daikuinterior_CuBCHmOxFVP_3.jpg,kamar-tidur,kamar-tidur,0.6766,moved
2023-06-28_CuBCHmOxFVP,daikuinterior_CuBCHmOxFVP_4.jpg,kamar-tidur,kamar-tidur,0.7003,moved
2023-07-01_CuI4y5Ix0Hb,daikuinterior_CuI4y5Ix0Hb_0.jpg,kamar-tidur,kamar-tidur,0.8545,moved
2023-07-01_CuI4y5Ix0Hb,daikuinterior_CuI4y5Ix0Hb_1.jpg,kamar-tidur,kamar-tidur,0.9453,moved
2023-07-01_CuI4y5Ix0Hb,daikuinterior_CuI4y5Ix0Hb_2.jpg,kamar-tidur,kamar-tidur,0.6629,moved
2023-07-01_CuI4y5Ix0Hb,daikuinterior_CuI4y5Ix0Hb_3.jpg,kamar-tidur,kamar-tidur,0.9116,moved
2023-07-02_CuLR0cwRLr2,daikuinterior_CuLR0cwRLr2_0.jpg,furnitur-detail,furnitur-detail,0.5415,moved
2023-07-02_CuLR0cwRLr2,daikuinterior_CuLR0cwRLr2_1.jpg,perlu-ditinjau,perlu-ditinjau,0.3084,moved
2023-07-02_CuLR0cwRLr2,daikuinterior_CuLR0cwRLr2_2.jpg,furnitur-detail,furnitur-detail,0.7071,moved
2023-07-02_CuLR0cwRLr2,daikuinterior_CuLR0cwRLr2_3.jpg,furnitur-detail,furnitur-detail,0.7462,moved
2023-07-03_CuO-_FGRW5L,daikuinterior_CuO-_FGRW5L_0.jpg,kamar-tidur,kamar-tidur,0.815,moved
2023-07-03_CuO-_FGRW5L,daikuinterior_CuO-_FGRW5L_1.jpg,kamar-mandi,kamar-tidur,0.7228,moved
2023-07-03_CuO-_FGRW5L,daikuinterior_CuO-_FGRW5L_2.jpg,kamar-tidur,kamar-tidur,0.8181,moved
2023-07-03_CuO-_FGRW5L,daikuinterior_CuO-_FGRW5L_3.jpg,kamar-tidur,kamar-tidur,0.7194,moved
2023-07-07_CuZPgfCxh4h,daikuinterior_CuZPgfCxh4h_0.jpg,furnitur-detail,furnitur-detail,0.5722,moved
2023-07-07_CuZPSxbR49d,daikuinterior_CuZPSxbR49d_0.jpg,furnitur-detail,furnitur-detail,0.89,moved
2023-07-07_CuZPXK5x0kt,daikuinterior_CuZPXK5x0kt_0.jpg,perlu-ditinjau,perlu-ditinjau,0.2272,moved
2023-07-09_CudfINDRRV7,daikuinterior_CudfINDRRV7_0.jpg,furnitur-detail,furnitur-detail,0.4657,moved
2023-07-09_CudfTj7Rjf7,daikuinterior_CudfTj7Rjf7_0.jpg,ruang-usaha,ruang-usaha,0.9436,moved
2023-07-09_CudfTj7Rjf7,daikuinterior_CudfTj7Rjf7_1.jpg,ruang-usaha,ruang-usaha,0.8961,moved
2023-07-09_CudfTj7Rjf7,daikuinterior_CudfTj7Rjf7_2.jpg,ruang-usaha,ruang-usaha,0.8968,moved
2023-07-09_CudfTj7Rjf7,daikuinterior_CudfTj7Rjf7_3.jpg,ruang-usaha,ruang-usaha,0.9562,moved
2023-07-09_CudfTj7Rjf7,daikuinterior_CudfTj7Rjf7_4.jpg,ruang-usaha,ruang-usaha,0.9485,moved
2023-07-11_CujIvULxPHk,daikuinterior_CujIvULxPHk_0.jpg,kamar-tidur,kamar-tidur,0.6959,moved
2023-07-11_CujIvULxPHk,daikuinterior_CujIvULxPHk_1.jpg,kamar-tidur,kamar-tidur,0.6434,moved
2023-07-11_CujIvULxPHk,daikuinterior_CujIvULxPHk_2.jpg,kamar-mandi,kamar-tidur,0.6671,moved
2023-07-11_CujIvULxPHk,daikuinterior_CujIvULxPHk_3.jpg,kamar-tidur,kamar-tidur,0.4736,moved
2023-07-11_CujIvULxPHk,daikuinterior_CujIvULxPHk_4.jpg,furnitur-detail,kamar-tidur,0.547,moved
2023-07-12_CumSMcUxNMQ,daikuinterior_CumSMcUxNMQ_0.jpg,furnitur-detail,furnitur-detail,0.7533,moved
2023-07-12_CumSMcUxNMQ,daikuinterior_CumSMcUxNMQ_1.jpg,kamar-mandi,furnitur-detail,0.5174,moved
2023-07-12_CumSMcUxNMQ,daikuinterior_CumSMcUxNMQ_2.jpg,kamar-mandi,furnitur-detail,0.6322,moved
2023-07-12_CumSMcUxNMQ,daikuinterior_CumSMcUxNMQ_3.jpg,furnitur-detail,furnitur-detail,0.5605,moved
2023-07-19_Cu4J8oox0FS,daikuinterior_Cu4J8oox0FS_0.jpg,kamar-tidur,kamar-tidur,0.8854,moved
2023-07-27_CvMW3VFRXf5,daikuinterior_CvMW3VFRXf5_0.jpg,ruang-usaha,ruang-usaha,0.6892,moved
2023-07-27_CvMW3VFRXf5,daikuinterior_CvMW3VFRXf5_1.jpg,ruang-usaha,ruang-usaha,0.7394,moved
2023-07-27_CvMW3VFRXf5,daikuinterior_CvMW3VFRXf5_2.jpg,ruang-usaha,ruang-usaha,0.869,moved
2023-07-27_CvMW3VFRXf5,daikuinterior_CvMW3VFRXf5_3.jpg,furnitur-detail,ruang-usaha,0.496,moved
2023-07-27_CvMW3VFRXf5,daikuinterior_CvMW3VFRXf5_4.jpg,furnitur-detail,ruang-usaha,0.7538,moved
2023-07-27_CvMW3VFRXf5,daikuinterior_CvMW3VFRXf5_5.jpg,ruang-usaha,ruang-usaha,0.4592,moved
2023-07-27_CvMWnsbxxpR,daikuinterior_CvMWnsbxxpR_0.jpg,ruang-usaha,ruang-usaha,0.5818,moved
2023-07-27_CvMWPMtRmry,daikuinterior_CvMWPMtRmry_0.jpg,furnitur-detail,furnitur-detail,0.693,moved
2023-07-27_CvMWPMtRmry,daikuinterior_CvMWPMtRmry_1.jpg,furnitur-detail,furnitur-detail,0.8885,moved
2023-07-27_CvMWqPoR1WY,daikuinterior_CvMWqPoR1WY_0.jpg,kamar-tidur,kamar-tidur,0.4033,moved
2023-07-27_CvMWs0yREjv,daikuinterior_CvMWs0yREjv_0.jpg,furnitur-detail,furnitur-detail,0.79,moved
2023-07-27_CvMWs0yREjv,daikuinterior_CvMWs0yREjv_1.jpg,furnitur-detail,furnitur-detail,0.6739,moved
2023-07-28_CvOba_Sx0gX,daikuinterior_CvOba_Sx0gX_0.jpg,foto-orang,foto-orang,0.7769,moved
2023-08-02_CvcXaNIxDW5,daikuinterior_CvcXaNIxDW5_0.jpg,furnitur-detail,furnitur-detail,0.3904,moved
2023-08-02_CvcXaNIxDW5,daikuinterior_CvcXaNIxDW5_1.jpg,furnitur-detail,furnitur-detail,0.4059,moved
2023-08-02_CvcXaNIxDW5,daikuinterior_CvcXaNIxDW5_2.jpg,kamar-mandi,furnitur-detail,0.7371,moved
2023-08-02_CvcXhrQRsQG,daikuinterior_CvcXhrQRsQG_0.jpg,furnitur-detail,furnitur-detail,0.8373,moved
2023-08-02_CvcXq6qxY7R,daikuinterior_CvcXq6qxY7R_0.jpg,furnitur-detail,kamar-mandi,0.3605,moved
2023-08-02_CvcXq6qxY7R,daikuinterior_CvcXq6qxY7R_1.jpg,kamar-mandi,kamar-mandi,0.7743,moved
2023-08-02_CvcXq6qxY7R,daikuinterior_CvcXq6qxY7R_2.jpg,kamar-mandi,kamar-mandi,0.7685,moved
2023-08-02_CvcXQCeR5XI,daikuinterior_CvcXQCeR5XI_0.jpg,perlu-ditinjau,perlu-ditinjau,0.3168,moved
2023-08-02_CvcXQCeR5XI,daikuinterior_CvcXQCeR5XI_1.jpg,perlu-ditinjau,perlu-ditinjau,0.2613,moved
2023-08-02_CvcXQCeR5XI,daikuinterior_CvcXQCeR5XI_2.jpg,kamar-mandi,kamar-mandi,0.3942,moved
2023-08-03_CverqtvxWpv,daikuinterior_CverqtvxWpv_0.jpg,furnitur-detail,furnitur-detail,0.5069,moved
2023-08-03_Cvetdlux1dg,daikuinterior_Cvetdlux1dg_0.jpg,furnitur-detail,furnitur-detail,0.4592,moved
2023-08-03_Cvetdlux1dg,daikuinterior_Cvetdlux1dg_1.jpg,ruang-keluarga,furnitur-detail,0.6092,moved
2023-08-03_Cvetdlux1dg,daikuinterior_Cvetdlux1dg_2.jpg,perlu-ditinjau,perlu-ditinjau,0.3304,moved
2023-08-03_Cvetdlux1dg,daikuinterior_Cvetdlux1dg_3.jpg,kamar-mandi,furnitur-detail,0.5729,moved
2023-08-03_Cvetdlux1dg,daikuinterior_Cvetdlux1dg_4.jpg,furnitur-detail,furnitur-detail,0.5742,moved
2023-08-03_Cvetdlux1dg,daikuinterior_Cvetdlux1dg_5.jpg,furnitur-detail,furnitur-detail,0.4513,moved
2023-08-03_Cvetdlux1dg,daikuinterior_Cvetdlux1dg_6.jpg,dapur,furnitur-detail,0.4731,moved
2023-08-03_Cvetdlux1dg,daikuinterior_Cvetdlux1dg_7.jpg,dapur,furnitur-detail,0.7564,moved
2023-08-03_Cvetdlux1dg,daikuinterior_Cvetdlux1dg_8.jpg,furnitur-detail,furnitur-detail,0.5888,moved
2023-08-03_Cvetdlux1dg,daikuinterior_Cvetdlux1dg_9.jpg,furnitur-detail,furnitur-detail,0.8554,moved
2023-08-05_Cvji8p3xLBY,daikuinterior_Cvji8p3xLBY_0.jpg,ruang-keluarga,ruang-keluarga,0.3623,moved
2023-08-05_Cvji8p3xLBY,daikuinterior_Cvji8p3xLBY_1.jpg,furnitur-detail,ruang-keluarga,0.5008,moved
2023-08-07_CvovLQDRQhO,daikuinterior_CvovLQDRQhO_0.jpg,furnitur-detail,furnitur-detail,0.6392,moved
2023-08-07_CvovLQDRQhO,daikuinterior_CvovLQDRQhO_1.jpg,furnitur-detail,furnitur-detail,0.622,moved
2023-08-07_CvovLQDRQhO,daikuinterior_CvovLQDRQhO_2.jpg,furnitur-detail,furnitur-detail,0.549,moved
2023-08-07_CvovLQDRQhO,daikuinterior_CvovLQDRQhO_3.jpg,ruang-usaha,furnitur-detail,0.6397,moved
2023-08-07_CvovLQDRQhO,daikuinterior_CvovLQDRQhO_4.jpg,ruang-usaha,furnitur-detail,0.5144,moved
2023-08-09_Cvug4VpRvlK,daikuinterior_Cvug4VpRvlK_0.jpg,furnitur-detail,furnitur-detail,0.5635,moved
2023-08-09_Cvug4VpRvlK,daikuinterior_Cvug4VpRvlK_1.jpg,furnitur-detail,furnitur-detail,0.8354,moved
2023-08-09_Cvug4VpRvlK,daikuinterior_Cvug4VpRvlK_2.jpg,kamar-mandi,furnitur-detail,0.7239,moved
2023-08-09_Cvug4VpRvlK,daikuinterior_Cvug4VpRvlK_3.jpg,furnitur-detail,furnitur-detail,0.6192,moved
2023-08-09_Cvug4VpRvlK,daikuinterior_Cvug4VpRvlK_4.jpg,ruang-usaha,furnitur-detail,0.4759,moved
2023-08-09_Cvug4VpRvlK,daikuinterior_Cvug4VpRvlK_5.jpg,ruang-usaha,furnitur-detail,0.5274,moved
2023-08-09_Cvug4VpRvlK,daikuinterior_Cvug4VpRvlK_6.jpg,furnitur-detail,furnitur-detail,0.7577,moved
2023-08-09_Cvug4VpRvlK,daikuinterior_Cvug4VpRvlK_7.jpg,ruang-usaha,furnitur-detail,0.8513,moved
2023-08-09_Cvug4VpRvlK,daikuinterior_Cvug4VpRvlK_8.jpg,furnitur-detail,furnitur-detail,0.6912,moved
2023-08-09_Cvug4VpRvlK,daikuinterior_Cvug4VpRvlK_9.jpg,furnitur-detail,furnitur-detail,0.4855,moved
2023-08-09_CvugbK5RG1j,daikuinterior_CvugbK5RG1j_0.jpg,ruang-usaha,ruang-usaha,0.8923,moved
2023-08-09_CvugbK5RG1j,daikuinterior_CvugbK5RG1j_1.jpg,ruang-usaha,ruang-usaha,0.6868,moved
2023-08-09_CvugbK5RG1j,daikuinterior_CvugbK5RG1j_2.jpg,ruang-usaha,ruang-usaha,0.672,moved
2023-08-09_CvugbK5RG1j,daikuinterior_CvugbK5RG1j_3.jpg,ruang-usaha,ruang-usaha,0.6937,moved
2023-08-09_CvugnmWRqDf,daikuinterior_CvugnmWRqDf_0.jpg,ruang-usaha,ruang-usaha,0.5385,moved
2023-08-09_CvugnmWRqDf,daikuinterior_CvugnmWRqDf_1.jpg,ruang-usaha,ruang-usaha,0.7429,moved
2023-08-09_CvugnmWRqDf,daikuinterior_CvugnmWRqDf_2.jpg,furnitur-detail,ruang-usaha,0.4339,moved
2023-08-09_CvugnmWRqDf,daikuinterior_CvugnmWRqDf_3.jpg,ruang-usaha,ruang-usaha,0.4518,moved
2023-08-09_CvugR7pxqL3,daikuinterior_CvugR7pxqL3_0.jpg,perlu-ditinjau,perlu-ditinjau,0.3295,moved
2023-08-09_CvugR7pxqL3,daikuinterior_CvugR7pxqL3_1.jpg,kamar-tidur,kamar-tidur,0.4531,moved
2023-08-09_CvugR7pxqL3,daikuinterior_CvugR7pxqL3_2.jpg,kamar-tidur,kamar-tidur,0.536,moved
2023-08-09_CvugR7pxqL3,daikuinterior_CvugR7pxqL3_3.jpg,ruang-kerja,kamar-tidur,0.5814,moved
2023-08-09_Cvug_LHR2zh,daikuinterior_Cvug_LHR2zh_0.jpg,furnitur-detail,furnitur-detail,0.6172,moved
2023-08-09_Cvug_LHR2zh,daikuinterior_Cvug_LHR2zh_1.jpg,furnitur-detail,furnitur-detail,0.6148,moved
2023-08-09_Cvug_LHR2zh,daikuinterior_Cvug_LHR2zh_2.jpg,furnitur-detail,furnitur-detail,0.5477,moved
2023-08-09_Cvug_LHR2zh,daikuinterior_Cvug_LHR2zh_3.jpg,furnitur-detail,furnitur-detail,0.6912,moved
2023-08-09_Cvug_LHR2zh,daikuinterior_Cvug_LHR2zh_4.jpg,furnitur-detail,furnitur-detail,0.4855,moved
2023-08-09_Cvug_LHR2zh,daikuinterior_Cvug_LHR2zh_5.jpg,furnitur-detail,furnitur-detail,0.5547,moved
2023-08-10_Cvw337-R-Hu,daikuinterior_Cvw337-R-Hu_0.jpg,kamar-mandi,kamar-mandi,0.984,moved
2023-08-10_Cvw337-R-Hu,daikuinterior_Cvw337-R-Hu_1.jpg,kamar-mandi,kamar-mandi,0.9853,moved
2023-08-10_Cvw337-R-Hu,daikuinterior_Cvw337-R-Hu_2.jpg,kamar-mandi,kamar-mandi,0.9807,moved
2023-08-10_Cvw337-R-Hu,daikuinterior_Cvw337-R-Hu_3.jpg,kamar-mandi,kamar-mandi,0.9815,moved
2023-08-10_CvwPaURRKxF,daikuinterior_CvwPaURRKxF_0.jpg,perlu-ditinjau,perlu-ditinjau,0.4342,moved
2023-08-10_CvwPaURRKxF,daikuinterior_CvwPaURRKxF_1.jpg,furnitur-detail,furnitur-detail,0.5426,moved
2023-08-11_CvzarOpRRb6,daikuinterior_CvzarOpRRb6_0.jpg,eksterior,eksterior,0.8912,moved
2023-08-11_CvzarOpRRb6,daikuinterior_CvzarOpRRb6_1.jpg,eksterior,eksterior,0.9879,moved
2023-08-11_CvzarOpRRb6,daikuinterior_CvzarOpRRb6_2.jpg,eksterior,eksterior,0.9611,moved
2023-08-11_CvzarOpRRb6,daikuinterior_CvzarOpRRb6_3.jpg,eksterior,eksterior,0.9195,moved
2023-08-15_Cv9i1lsRBM2,daikuinterior_Cv9i1lsRBM2_0.jpg,furnitur-detail,furnitur-detail,0.7132,moved
2023-08-15_Cv9i1lsRBM2,daikuinterior_Cv9i1lsRBM2_1.jpg,furnitur-detail,furnitur-detail,0.5502,moved
2023-08-15_Cv9i1lsRBM2,daikuinterior_Cv9i1lsRBM2_2.jpg,furnitur-detail,furnitur-detail,0.7081,moved
2023-08-16_CwAVnOKxlL9,daikuinterior_CwAVnOKxlL9_0.jpg,ruang-usaha,ruang-usaha,0.9341,moved
2023-08-16_CwAVnOKxlL9,daikuinterior_CwAVnOKxlL9_1.jpg,ruang-usaha,ruang-usaha,0.9902,moved
2023-08-16_CwAVnOKxlL9,daikuinterior_CwAVnOKxlL9_2.jpg,ruang-usaha,ruang-usaha,0.9186,moved
2023-08-18_CwFg2mfRMvE,daikuinterior_CwFg2mfRMvE_0.jpg,kamar-mandi,kamar-mandi,0.5235,moved
2023-08-18_CwFg2mfRMvE,daikuinterior_CwFg2mfRMvE_1.jpg,kamar-mandi,kamar-mandi,0.9049,moved
2023-08-18_CwFg6FbR-ss,daikuinterior_CwFg6FbR-ss_0.jpg,kamar-mandi,kamar-mandi,0.9556,moved
2023-08-18_CwFg6FbR-ss,daikuinterior_CwFg6FbR-ss_1.jpg,kamar-mandi,kamar-mandi,0.9934,moved
2023-08-18_CwFg6FbR-ss,daikuinterior_CwFg6FbR-ss_2.jpg,kamar-mandi,kamar-mandi,0.9911,moved
2023-08-18_CwFg6FbR-ss,daikuinterior_CwFg6FbR-ss_3.jpg,kamar-mandi,kamar-mandi,0.9934,moved
2023-08-18_CwFhKz0R0VY,daikuinterior_CwFhKz0R0VY_0.jpg,furnitur-detail,furnitur-detail,0.3655,moved
2023-08-18_CwFiFihx4GS,daikuinterior_CwFiFihx4GS_0.jpg,ruang-usaha,ruang-usaha,0.9722,moved
2023-08-18_CwFiFihx4GS,daikuinterior_CwFiFihx4GS_1.jpg,ruang-usaha,ruang-usaha,0.9402,moved
2023-08-18_CwFiFihx4GS,daikuinterior_CwFiFihx4GS_2.jpg,ruang-usaha,ruang-usaha,0.9647,moved
2023-08-18_CwFiFihx4GS,daikuinterior_CwFiFihx4GS_3.jpg,ruang-usaha,ruang-usaha,0.9181,moved
2023-08-21_CwMatpxx_vx,daikuinterior_CwMatpxx_vx_0.jpg,furnitur-detail,furnitur-detail,0.6526,moved
2023-08-21_CwMatpxx_vx,daikuinterior_CwMatpxx_vx_1.jpg,furnitur-detail,furnitur-detail,0.6719,moved
2023-08-21_CwOSFmeSGuY,daikuinterior_CwOSFmeSGuY_0.jpg,ruang-usaha,ruang-usaha,0.9286,moved
2023-08-21_CwOSFmeSGuY,daikuinterior_CwOSFmeSGuY_1.jpg,ruang-usaha,ruang-usaha,0.8274,moved
2023-08-21_CwOSFmeSGuY,daikuinterior_CwOSFmeSGuY_2.jpg,ruang-usaha,ruang-usaha,0.9376,moved
2023-08-21_CwOSFmeSGuY,daikuinterior_CwOSFmeSGuY_3.jpg,ruang-usaha,ruang-usaha,0.7742,moved
2023-08-21_CwOSFmeSGuY,daikuinterior_CwOSFmeSGuY_4.jpg,furnitur-detail,ruang-usaha,0.7302,moved
2023-08-21_CwOSFmeSGuY,daikuinterior_CwOSFmeSGuY_5.jpg,furnitur-detail,ruang-usaha,0.5713,moved
2023-08-22_CwO70FfRYqT,daikuinterior_CwO70FfRYqT_0.jpg,furnitur-detail,furnitur-detail,0.695,moved
2023-08-22_CwPtHakRlQT,daikuinterior_CwPtHakRlQT_0.jpg,kamar-tidur,kamar-tidur,0.6756,moved
2023-08-22_CwPtHakRlQT,daikuinterior_CwPtHakRlQT_1.jpg,kamar-tidur,kamar-tidur,0.7199,moved
2023-08-22_CwPtHakRlQT,daikuinterior_CwPtHakRlQT_2.jpg,kamar-tidur,kamar-tidur,0.857,moved
2023-08-22_CwPtHakRlQT,daikuinterior_CwPtHakRlQT_3.jpg,furnitur-detail,kamar-tidur,0.4557,moved
2023-08-22_CwPtHakRlQT,daikuinterior_CwPtHakRlQT_4.jpg,furnitur-detail,kamar-tidur,0.723,moved
2023-08-23_CwR6Xolxrjh,daikuinterior_CwR6Xolxrjh_0.jpg,kamar-tidur,kamar-tidur,0.6488,moved
2023-08-23_CwR6Xolxrjh,daikuinterior_CwR6Xolxrjh_1.jpg,kamar-tidur,kamar-tidur,0.7199,moved
2023-08-23_CwR6Xolxrjh,daikuinterior_CwR6Xolxrjh_2.jpg,kamar-tidur,kamar-tidur,0.6946,moved
2023-08-23_CwR6Xolxrjh,daikuinterior_CwR6Xolxrjh_3.jpg,kamar-tidur,kamar-tidur,0.8511,moved
2023-08-23_CwR6Xolxrjh,daikuinterior_CwR6Xolxrjh_4.jpg,kamar-tidur,kamar-tidur,0.5152,moved
2023-08-24_CwUiayzRpew,daikuinterior_CwUiayzRpew_0.jpg,dapur,dapur,0.941,moved
2023-08-24_CwUiayzRpew,daikuinterior_CwUiayzRpew_1.jpg,dapur,dapur,0.9141,moved
2023-08-24_CwUiayzRpew,daikuinterior_CwUiayzRpew_2.jpg,dapur,dapur,0.9584,moved
2023-08-24_CwUiayzRpew,daikuinterior_CwUiayzRpew_3.jpg,dapur,dapur,0.9162,moved
2023-08-24_CwUiayzRpew,daikuinterior_CwUiayzRpew_4.jpg,dapur,dapur,0.9767,moved
2023-08-24_CwUiayzRpew,daikuinterior_CwUiayzRpew_5.jpg,dapur,dapur,0.9422,moved
2023-08-24_CwUiayzRpew,daikuinterior_CwUiayzRpew_6.jpg,dapur,dapur,0.9103,moved
2023-08-24_CwUiayzRpew,daikuinterior_CwUiayzRpew_7.jpg,dapur,dapur,0.6999,moved
2023-08-24_CwUiayzRpew,daikuinterior_CwUiayzRpew_8.jpg,dapur,dapur,0.3561,moved
2023-08-24_CwUiayzRpew,daikuinterior_CwUiayzRpew_9.jpg,dapur,dapur,0.6741,moved
2023-08-25_CwWic3LRHco,daikuinterior_CwWic3LRHco_0.jpg,furnitur-detail,furnitur-detail,0.6458,moved
2023-08-25_CwWic3LRHco,daikuinterior_CwWic3LRHco_1.jpg,furnitur-detail,furnitur-detail,0.5677,moved
2023-08-25_CwWic3LRHco,daikuinterior_CwWic3LRHco_2.jpg,furnitur-detail,furnitur-detail,0.6872,moved
2023-08-25_CwWic3LRHco,daikuinterior_CwWic3LRHco_3.jpg,furnitur-detail,furnitur-detail,0.6894,moved
2023-08-25_CwWic3LRHco,daikuinterior_CwWic3LRHco_4.jpg,furnitur-detail,furnitur-detail,0.5034,moved
